Date;CV_daily;PV_daily_MWh
10.03.2017;0.372439128;103546
11.03.2017;0.24767143;119267.75
12.03.2017;0.625121218;145740
13.03.2017;0.362092883;135050.25
14.03.2017;0.315078863;109517.25
15.03.2017;0.359036627;113661.25
16.03.2017;0.318553087;153451.75
17.03.2017;0.347020839;93963
18.03.2017;0.549532588;39690.75
19.03.2017;0.300947044;36259.25
20.03.2017;0.429404732;61800
21.03.2017;0.348106057;70295.5
22.03.2017;0.239664157;87604
23.03.2017;0.233713954;95997.25
24.03.2017;0.248537537;120426.5
25.03.2017;0.320716337;168359.75
26.03.2017;0.432794752;171808.5
27.03.2017;0.359727779;191732
28.03.2017;0.322147227;185230.25
29.03.2017;0.274509539;115054.5
30.03.2017;0.299063689;142404.75
31.03.2017;0.291748009;169848
01.04.2017;0.267966022;144802
02.04.2017;0.366771853;134678.5
03.04.2017;0.320333112;119691
04.04.2017;0.289802236;121474.5
05.04.2017;0.301111103;117910
06.04.2017;0.381860787;126859
07.04.2017;0.286276143;97877.75
08.04.2017;0.230131233;127616
09.04.2017;0.424846431;198080
10.04.2017;0.412969914;155880.5
11.04.2017;0.289631852;135411
12.04.2017;0.290794645;114224.75
13.04.2017;0.307123987;100219.5
14.04.2017;0.247144226;113621.75
15.04.2017;0.593415147;85445
16.04.2017;0.575971493;101417.75
17.04.2017;0.369315966;92951.25
18.04.2017;0.264743944;102212.75
19.04.2017;0.218040611;123418.5
20.04.2017;0.271064181;177032.25
21.04.2017;0.429578141;148601.25
22.04.2017;0.566084164;95933.5
23.04.2017;1.231914263;130112.75
24.04.2017;0.407585363;192261
25.04.2017;0.222396548;99271.5
26.04.2017;0.236741682;104559.75
27.04.2017;0.21610771;111663.5
28.04.2017;0.2177883;105568
29.04.2017;0.224795176;146417.5
30.04.2017;5.175120961;231641.25
01.05.2017;1.728810212;119735.5
02.05.2017;0.389153869;91068.5
03.05.2017;0.231056739;126099.25
04.05.2017;0.24744526;84355.25
05.05.2017;0.260863969;83799
06.05.2017;0.203303094;163629.5
07.05.2017;0.200325263;110393.75
08.05.2017;0.280571213;63928.25
09.05.2017;0.271492283;150560.5
10.05.2017;0.280703982;204870.5
11.05.2017;0.213985297;197323.5
12.05.2017;0.265076507;147973.5
13.05.2017;0.241589933;155426.5
14.05.2017;0.358568772;151418.5
15.05.2017;0.292489321;192918.5
16.05.2017;0.254263026;179569.75
17.05.2017;0.268198869;220508
18.05.2017;0.269777929;178859
19.05.2017;0.228386632;122883.25
20.05.2017;0.229966032;171477.75
21.05.2017;0.701870921;198571.5
22.05.2017;0.255441564;210583.75
23.05.2017;0.213891944;200260
24.05.2017;0.263440762;144804.25
25.05.2017;0.333821219;187870.25
26.05.2017;0.320603372;231033.5
27.05.2017;0.391853958;241582.25
28.05.2017;0.719655679;216449.75
29.05.2017;0.281934298;208705.75
30.05.2017;0.275604801;166432
31.05.2017;0.251298615;197221
01.06.2017;0.291987786;224958.75
02.06.2017;0.227843606;209005.25
03.06.2017;0.226035004;165066.75
04.06.2017;0.466831583;121294.5
05.06.2017;0.371243373;162743.5
06.06.2017;0.418691862;126135.75
07.06.2017;0.614040532;165245
08.06.2017;0.398093875;191850.5
09.06.2017;0.197152033;164357
10.06.2017;0.271326865;214436.75
11.06.2017;0.592353289;221956.75
12.06.2017;0.460635854;171740.5
13.06.2017;0.264370327;177166
14.06.2017;0.257371358;230812
15.06.2017;0.239821212;211230
16.06.2017;0.487873471;165301.75
17.06.2017;0.350598655;158350
18.06.2017;0.438942108;219198.25
19.06.2017;0.281678198;237841.75
20.06.2017;0.21790552;218023
21.06.2017;0.274417617;218322.25
22.06.2017;0.216146278;188271.75
23.06.2017;0.273392408;169411.75
24.06.2017;0.405232383;171519.25
25.06.2017;0.662726485;121687
26.06.2017;0.283516201;191584.25
27.06.2017;0.247862842;151238
28.06.2017;0.229532059;142153.75
29.06.2017;0.25091064;105580.25
30.06.2017;0.224540829;150378.5
01.07.2017;0.14254757;109991
02.07.2017;0.410220698;106359.75
03.07.2017;0.313557311;196601.75
04.07.2017;0.238283494;193725.75
05.07.2017;0.218059525;201440.5
06.07.2017;0.261260121;217343.5
07.07.2017;0.22332748;173787.5
08.07.2017;0.191293675;181670
09.07.2017;0.302240013;180651
10.07.2017;0.273411512;127006
11.07.2017;0.213913037;152590.25
12.07.2017;0.258788776;90655.5
13.07.2017;0.274102026;200408.5
14.07.2017;0.214127442;149476.75
15.07.2017;0.156072267;154732.25
16.07.2017;0.284484357;152480.75
17.07.2017;0.242335306;177550.5
18.07.2017;0.239769997;216312.25
19.07.2017;0.248901074;212238.75
20.07.2017;0.215319691;133954.25
21.07.2017;0.22774243;204260.25
22.07.2017;0.192168289;161241.75
23.07.2017;0.359649282;141338.25
24.07.2017;0.252955371;95695.25
25.07.2017;0.268164145;72041.5
26.07.2017;0.265771821;83032.5
27.07.2017;0.235999402;104742.75
28.07.2017;0.234324449;160097
29.07.2017;0.520545998;168388.25
30.07.2017;2.933466468;183221.25
31.07.2017;0.258698148;183304.25
01.08.2017;0.225482314;159888.25
02.08.2017;0.234868918;165589.75
03.08.2017;0.262931744;120165.75
04.08.2017;0.420348044;145631
05.08.2017;0.214935218;148608.5
06.08.2017;0.64973782;164459.75
07.08.2017;0.318762401;216117.5
08.08.2017;0.205038577;143739.25
09.08.2017;0.285430422;169033.75
10.08.2017;0.246922463;71162.5
11.08.2017;0.369605031;42196.75
12.08.2017;0.238257139;80903
13.08.2017;0.570809137;141156.25
14.08.2017;0.274044364;201026.25
15.08.2017;0.285590565;172203
16.08.2017;0.248135459;150676.75
17.08.2017;0.219811242;143190.75
18.08.2017;0.238368509;125638
19.08.2017;0.649891803;140370
20.08.2017;1.353337047;156867.25
21.08.2017;0.408778872;158356
22.08.2017;0.257368614;173373.25
23.08.2017;0.279530537;199193.25
24.08.2017;0.264654252;146339
25.08.2017;0.240707001;171903.75
26.08.2017;0.206562171;152021.25
27.08.2017;0.348111768;147843
28.08.2017;0.291372183;178631.75
29.08.2017;0.314295551;193583.75
30.08.2017;0.24092581;152123.5
31.08.2017;0.24847857;70795.25
01.09.2017;0.243038576;83406.75
02.09.2017;0.173064863;106187
03.09.2017;0.320591165;140194
04.09.2017;0.292989022;168123
05.09.2017;0.247408766;135541.5
06.09.2017;0.320586404;92002.25
07.09.2017;0.375585133;100495.75
08.09.2017;0.330630329;82393.5
09.09.2017;0.260608936;63259.5
10.09.2017;0.442489142;113329.5
11.09.2017;0.650719674;102464
12.09.2017;0.484654916;103032.5
13.09.2017;0.634921324;76820
14.09.2017;0.622290534;64482
15.09.2017;0.356954022;120941.5
16.09.2017;0.224969448;99446.75
17.09.2017;0.315654336;119925.75
18.09.2017;0.312671992;106991.5
19.09.2017;0.284942689;93990
20.09.2017;0.306659896;85205.75
21.09.2017;0.307739339;123772.25
22.09.2017;0.273967636;113891.25
23.09.2017;0.234141774;117185
24.09.2017;0.280842437;88861
25.09.2017;0.305247909;91454.5
26.09.2017;0.313004418;102236.25
27.09.2017;0.326003207;108036.75
28.09.2017;0.271349269;84594.75
29.09.2017;0.296897424;99957.25
30.09.2017;0.304367276;91065.75
01.10.2017;0.436302351;87195.25
02.10.2017;0.573616282;55170.25
03.10.2017;0.426851676;79475.25
04.10.2017;0.552034757;74265.75
05.10.2017;0.695274244;70284.75
06.10.2017;0.533809623;68365
07.10.2017;0.987483571;52326.25
08.10.2017;0.697230085;61002.25
09.10.2017;0.347980166;68709.5
10.10.2017;0.332343171;36635.5
11.10.2017;0.377684708;63035.75
12.10.2017;0.537672249;78488.5
13.10.2017;0.386025419;91525
14.10.2017;0.412167603;110629.75
15.10.2017;0.382504838;123717.75
16.10.2017;0.456819065;118553.5
17.10.2017;0.417936117;106554.75
18.10.2017;0.408343595;98499.5
19.10.2017;0.381907694;95179.5
20.10.2017;0.29217305;62918.5
21.10.2017;0.295603597;44625.5
22.10.2017;0.727052476;46077.25
23.10.2017;0.353007684;30341
24.10.2017;0.317551788;41478.75
25.10.2017;0.424049722;52359.75
26.10.2017;0.331057414;54839.5
27.10.2017;0.420804756;52373
28.10.2017;1.812545567;26801.25
29.10.2017;0.9235654;52241
30.10.2017;0.667937405;69880.25
31.10.2017;0.229312516;56767
01.11.2017;0.3362638;37046.5
02.11.2017;0.45483419;51505
03.11.2017;0.333502577;50759.75
04.11.2017;0.195263613;57358.25
05.11.2017;0.438602009;25259.25
06.11.2017;0.435577859;40298.75
07.11.2017;0.37758755;27300.25
08.11.2017;0.484055619;18330.75
09.11.2017;0.339204108;15288.25
10.11.2017;0.369628882;12772.5
11.11.2017;0.612058795;18164
12.11.2017;0.474404495;15730.75
13.11.2017;0.367364646;36999.25
14.11.2017;0.263282141;38772
15.11.2017;0.476887973;25803
16.11.2017;0.320232546;18145
17.11.2017;0.266981634;32918.75
18.11.2017;0.435582225;18878.5
19.11.2017;0.854711493;28649.75
20.11.2017;0.493815961;14912
21.11.2017;0.3822705;11239.75
22.11.2017;0.491262644;46148
23.11.2017;0.509945741;42046
24.11.2017;0.30496257;30441.25
25.11.2017;0.240320291;13553.75
26.11.2017;0.47524814;22587.75
27.11.2017;0.433476367;21983
28.11.2017;0.422915086;19658.5
29.11.2017;0.443980066;24153.5
30.11.2017;0.430285656;14313.75
01.12.2017;0.385438615;19265.5
02.12.2017;0.170665054;16459.5
03.12.2017;0.199502033;12410.75
04.12.2017;0.436154763;10746.75
05.12.2017;0.333325918;10951.25
06.12.2017;0.441718065;8008.25
07.12.2017;0.309652444;42996
08.12.2017;0.446281258;20502.5
09.12.2017;0.492910726;12342.75
10.12.2017;0.456796384;9921.25
11.12.2017;0.527061249;5666.5
12.12.2017;0.401993978;13248
13.12.2017;0.399971345;36879.25
14.12.2017;0.505322783;21028.25
15.12.2017;0.350515723;21653
16.12.2017;0.240612407;15902.5
17.12.2017;0.295262093;12620
18.12.2017;0.418809994;15896.75
19.12.2017;0.36197146;8795.75
20.12.2017;0.375232375;8798.25
21.12.2017;0.303198087;7311.25
22.12.2017;0.310111366;10065.75
23.12.2017;0.752746369;8447.75
24.12.2017;1.97239907;9948.75
25.12.2017;2.564391371;15763.5
26.12.2017;5.068590223;30922.5
27.12.2017;0.501449537;16531.25
28.12.2017;0.371380042;14160.5
29.12.2017;0.648827499;29851.25
30.12.2017;0.422116232;7362.5
31.12.2017;1.493684902;19980
01.01.2018;1.71191118;29486
02.01.2018;0.547347907;16325.75
03.01.2018;0.803310982;13103.25
04.01.2018;0.684470335;9263.5
05.01.2018;0.651050096;18380
06.01.2018;0.275657287;29154.5
07.01.2018;0.416336083;17001
08.01.2018;0.495084785;30372
09.01.2018;0.45960828;29452.75
10.01.2018;0.304887717;37828.75
11.01.2018;0.289334235;20909
12.01.2018;0.258918804;11098
13.01.2018;0.216254019;11566.5
14.01.2018;0.288785655;33246.75
15.01.2018;0.526240725;30279
16.01.2018;0.675603591;18544.5
17.01.2018;0.46117311;18862.5
18.01.2018;0.465236628;15810.5
19.01.2018;0.290115404;26535.5
20.01.2018;0.268944935;15012.75
21.01.2018;0.259540489;18297
22.01.2018;0.405632284;9660.5
23.01.2018;0.31327556;18981.25
24.01.2018;0.468214612;41025.25
25.01.2018;0.540120602;30154.75
26.01.2018;0.273850003;27650.75
27.01.2018;0.370863431;25557.75
28.01.2018;1.680421074;21706.5
29.01.2018;0.952924992;23738.75
30.01.2018;0.439769502;49857.5
31.01.2018;0.244196135;30906.25
01.02.2018;0.325009237;32594
02.02.2018;0.25652246;38071
03.02.2018;0.213124523;25097.25
04.02.2018;0.229658272;26188.5
05.02.2018;0.326077026;53301.25
06.02.2018;0.297804084;66492.25
07.02.2018;0.29792418;55938.25
08.02.2018;0.282402785;51719.25
09.02.2018;0.231947391;42353.75
10.02.2018;0.197145785;24428.5
11.02.2018;0.95843738;28514.75
12.02.2018;0.497833194;47378.5
13.02.2018;0.276764917;97674.5
14.02.2018;0.256941666;113512.25
15.02.2018;0.339349545;30741.75
16.02.2018;0.236191314;71702.5
17.02.2018;0.202929683;34461.75
18.02.2018;0.220854512;59632
19.02.2018;0.316921842;58917.25
20.02.2018;0.260954623;65834
21.02.2018;0.265613279;91726.75
22.02.2018;0.255656006;88681
23.02.2018;0.27329737;105663.25
24.02.2018;0.660750448;109932.25
25.02.2018;0.285895332;122087.5
26.02.2018;0.381086888;81634.5
27.02.2018;0.348163959;97963.75
28.02.2018;0.28049745;108252
01.03.2018;0.311105659;110481.25
02.03.2018;0.369256055;102090.75
03.03.2018;0.167657931;77040.25
04.03.2018;0.181666274;100455.25
05.03.2018;0.468557586;104489.25
06.03.2018;0.273597276;76481
07.03.2018;0.272899626;56922.5
08.03.2018;0.233945582;93282.5
09.03.2018;0.386177992;71754.25
10.03.2018;0.184749139;56037
11.03.2018;0.268253372;84286.5
12.03.2018;0.301694796;49397.75
13.03.2018;0.27511441;52338.5
14.03.2018;0.326035544;71454
15.03.2018;0.457938256;108585.25
16.03.2018;0.50038605;48726
17.03.2018;1.611782308;52766.75
18.03.2018;7.63086223;82333.5
19.03.2018;0.426679634;119301.75
20.03.2018;0.272097495;100045.5
21.03.2018;0.3397149;135522.25
22.03.2018;0.440329897;56437.25
23.03.2018;0.263754556;44664.5
24.03.2018;0.269740161;144548.25
25.03.2018;0.328485018;158680.75
26.03.2018;0.328343909;72805.25
27.03.2018;0.270261177;110802.5
28.03.2018;0.246813936;46156
29.03.2018;0.360266935;95124.75
30.03.2018;0.380858355;145949.75
31.03.2018;0.464259601;74537.75
01.04.2018;0.313966532;72023.5
02.04.2018;0.373650214;151579
03.04.2018;0.439778756;142941.75
04.04.2018;0.354465772;138517.5
05.04.2018;0.309051259;98874.25
06.04.2018;0.388155762;216115.25
07.04.2018;0.85042447;212637
08.04.2018;0.661280413;197088.5
09.04.2018;0.29595941;145757.75
10.04.2018;0.247558153;155789.5
11.04.2018;0.346930598;150465.75
12.04.2018;0.353592349;142465.25
13.04.2018;0.254753469;85509
14.04.2018;0.276725426;156291.25
15.04.2018;0.367178427;142177.5
16.04.2018;0.29850669;101678
17.04.2018;0.313779364;195009.25
18.04.2018;0.310827314;213960.75
19.04.2018;0.312850341;214802.75
20.04.2018;0.287872349;212345
21.04.2018;0.379259148;208750.25
22.04.2018;0.715801892;197442.75
23.04.2018;0.419073246;139109.25
24.04.2018;0.324471819;142092.25
25.04.2018;0.355351962;138714
26.04.2018;0.402530179;137872.25
27.04.2018;0.309833764;206520.5
28.04.2018;0.378794025;179295.25
29.04.2018;0.331829419;188282.5
30.04.2018;0.984533172;152013.25
01.05.2018;13.32342203;149879.75
02.05.2018;0.296055419;160143
03.05.2018;0.256464037;169955.5
04.05.2018;0.261698612;201184.5
05.05.2018;0.370210643;223943.75
06.05.2018;0.675679868;239474.25
07.05.2018;0.447030966;237925.25
08.05.2018;0.404896493;238656.75
09.05.2018;0.343296137;210975.5
10.05.2018;0.270576298;146354.75
11.05.2018;0.322163344;163235.75
12.05.2018;0.247778531;203153.5
13.05.2018;0.544224098;177558.5
14.05.2018;0.436209935;178179.75
15.05.2018;0.265312118;173235.75
16.05.2018;0.25978482;117913.75
17.05.2018;0.296586469;150093.75
18.05.2018;0.271287137;172559.5
19.05.2018;0.271309087;185187.5
20.05.2018;0.576155643;200004.75
21.05.2018;1.976728873;239371
22.05.2018;0.353506709;204837.75
23.05.2018;0.25412008;182998.75
24.05.2018;0.216716835;145901.25
25.05.2018;0.209444162;199527.5
26.05.2018;0.271963482;227438.5
27.05.2018;0.430939968;190192.5
28.05.2018;0.280560505;225637.5
29.05.2018;0.248095678;201697.5
30.05.2018;0.253603629;208338
31.05.2018;0.262764048;206267.25
01.06.2018;0.238340369;163687.5
02.06.2018;0.218713177;152733.75
03.06.2018;0.44636738;189435.75
04.06.2018;0.293092313;208777
05.06.2018;0.255386599;197095.25
06.06.2018;0.25413854;232623.5
07.06.2018;0.242563679;201237.25
08.06.2018;0.191203296;195109.5
09.06.2018;0.196249395;189123.5
10.06.2018;0.328565109;174511.75
11.06.2018;0.239361801;169021.75
12.06.2018;0.222024347;121266.25
13.06.2018;0.213071567;88829
14.06.2018;0.239250769;187829.5
15.06.2018;0.225205009;183205
16.06.2018;0.198362644;193544
17.06.2018;0.720615802;170763.25
18.06.2018;0.239498456;166398.25
19.06.2018;0.256438768;151570
20.06.2018;0.23178292;215129.25
21.06.2018;0.455262488;181051.5
22.06.2018;0.383480906;160950
23.06.2018;0.386254812;148412.5
24.06.2018;0.371029391;129418.25
25.06.2018;0.261010667;158806.25
26.06.2018;0.200622227;171637.25
27.06.2018;0.213030013;216262.5
28.06.2018;0.202838254;161673.75
29.06.2018;0.233302339;212039.25
30.06.2018;0.295055794;244754.5
01.07.2018;0.610465828;255425.5
02.07.2018;0.272353644;257689
03.07.2018;0.257683013;241389.75
04.07.2018;0.180375096;200332.25
05.07.2018;0.171007298;169760.25
06.07.2018;0.208402642;156512
07.07.2018;0.444714599;236100.25
08.07.2018;0.497484939;228021.75
09.07.2018;0.230176427;192349.25
10.07.2018;0.19356448;123843.75
11.07.2018;0.184238062;131810.75
12.07.2018;0.174803421;163327.25
13.07.2018;0.197909898;218135
14.07.2018;0.209660511;208149.25
15.07.2018;0.3290255;207458
16.07.2018;0.226091459;209685
17.07.2018;0.193553078;205622.75
18.07.2018;0.207286809;215612.5
19.07.2018;0.205856879;223635
20.07.2018;0.169268716;211037
21.07.2018;0.146207901;125575.75
22.07.2018;0.2509762;136164.5
23.07.2018;0.200717565;200091.75
24.07.2018;0.208668015;227121.5
25.07.2018;0.188838228;207921.5
26.07.2018;0.189454887;222217
27.07.2018;0.190440688;209754.5
28.07.2018;0.16251933;167971.5
29.07.2018;0.354921573;200540.25
30.07.2018;0.223878873;207326.75
31.07.2018;0.224260914;206790.25
