Revenue,LongtermdebtthEUR,ShareholdersfundsthEUR,ExportrevenuethEUR,TotalassetsthEUR,EBIT,ProfitLoss,InterestpaidthEUR,Exportshare,ROE,ROA,Indebt,Taxes
7894.149,1227.968,3897.206,0,8713.004999999999,135.288,110.037,40.401,0,.034714099,.015527135,.14093508,-15.15
9362.343000000001,1445.286,4145.952,0,11164.371,77.265,99.334,40.221,0,.018636251,.0069206767,.12945521,-62.290001
7687.17,741.27,4303.838,0,10693.141,97.371,57.254,57.597,0,.022624224,.009105931,.069322005,-17.48
8844.623,2166.795,4419.575,0,11290.733,191.824,115.737,61.005,0,.043403268,.016989509,.19190915,15.082
8165.628,588.771,4684.051,1659.585,9752.575999999999,90.76600000000001,89.925,37.88,.20324033,.019377671,.0093068741,.060370818,-37.039001
8552.978999999999,6008.971,1984.613,381.912,10688.821,265.907,82.035,185.985,.044652514,.13398431,.024877112,.56217343,-2.1129999
9564.569,6920.053,2104.361,320.427,11798.636,319.628,99.429,204.822,.033501457,.15188839,.02709025,.58651298,15.377
9145.562,1026.269,2336.719,354.956,11160.271,292.638,147.669,146.748,.038811829,.12523457,.026221406,.091957353,-1.779
9641.751,954.268,2506.912,104.561,11567.693,272.88,170.193,123.469,.010844607,.10885105,.023589838,.082494237,-20.782
9534.833000000001,1060.669,2618.769,135.398,11602.947,217.792,112.614,106.107,.014200354,.083165795,.018770404,.091413759,-.92900002
9115.003000000001,1066.24,2766.686,107.714,10676.53,232.094,146.571,84.821,.011817221,.083888814,.021738712,.099867657,.70200002
8139.824,2115.642,2813.468,0,9840.879000000001,120.245,42.224,72.989,0,.042739067,.012218929,.21498506,5.0320001
6438.413,0,3994.577,0,10284.159,21.174,.479,97.611,0,.0053006862,.0020588946,0,-76.916
6645.09,5241.911,4044.065,0,9900.361000000001,-65.307,.4,77.952,0,-.01614885,-.006596426,.52946663,-143.659
6855.343,652.579,4165.581,0,10283.039,76.705,.708,68.934,0,.018413998,.0074593709,.063461684,7.0630002
7229.895,712.913,4163.06,0,10467.844,50.532,.207,63.504,0,.012138187,.004827355,.068105049,-13.179
9258.135,715.663,4163.241,0,11840.705,122.849,.181,56.795,0,.029508021,.010375142,.060440913,65.873001
8223.027,718.999,4165.13,0,11267.043,41.817,1.888,42.12,0,.010039783,.0037114441,.063814349,-2.191
7714.702,729.269,4225.732,0,11207.169,20.357,.47,33.016,0,.0048173903,.0018164266,.06507165,-13.129
7361.463,759.277,4267.987,0,10455.05,27.27,.228,31.271,0,.0063894289,.0026083088,.072622992,-4.2290001
8118.219,786.502,4310.231,0,10765.746,19.82,.22,24.866,0,.0045983614,.0018410243,.073055968,-5.2659998
145790.654,157923.333,102148.021,11891.766,366311.293,17788.078,13871.053,5890.477,.081567407,.17414021,.048560005,.43111783,-1973.452
104432.144,65795.857,94143.47199999999,14582.386,342778.053,13585.019,9726.557000000001,5991.585,.13963504,.14430124,.039632116,.19194886,-2133.123
117413.606,124081.939,98324.012,13664.671,351117.021,14585.677,11177.164,5895.736,.11638065,.14834298,.041540787,.35339198,-2487.2229
114533.083,195552.382,95835.327,13048.774,345712.307,9330.962,9311.84,3068.457,.11393017,.097364537,.02699054,.56565064,-3049.335
117348.876,75349.658,95209.038,11643.742,349186.729,9043.249,6984.077,2722.471,.099223293,.094983093,.025898032,.21578614,-663.29901
101129.57,141523.916,98208.24099999999,9507.526,341781.985,7789.195,8626.804,2568.001,.094013311,.079313047,.022789951,.41407657,-3405.6101
118079.1,118219.456,95045.514,11268.293,376984.32,6766.237,4803.291,1968.222,.095430039,.071189441,.017948324,.31359249,-5.276
112011.193,96499.598,96499.921,18942.108,364262.619,7431.158,6325.358,1982.917,.16910906,.077006884,.02040055,.26491764,-877.117
94649.70299999999,95139.811,91039.08100000001,19391.722,358700.167,2492.512,870.814,1736.578,.20487885,.027378485,.0069487337,.26523492,-114.88
23787.915,6293.216,11869.877,0,35327.128,435.538,35.437,410.337,0,.036692712,.012328712,.17814118,-10.236
23306.883,5406.409,13407.102,0,35260.317,96.85599999999999,-264.974,389.805,0,.007224231,.002746884,.15332843,-27.975
24547.161,4473.714,13495.801,6675.98,39517.83,398.243,99.854,319.255,.27196547,.02950866,.010077552,.11320748,-20.865999
7618.646,5349.005,13712.953,0,31666.006,434.858,235.014,220.244,0,.031711478,.013732645,.16891947,-20.4
6455.282,6503.195,13631.954,0,31287.642,139.772,-70.239,223.55,0,.010253263,.004467323,.20785187,-13.539
8229.445,2344.561,13722.242,0,31119.776,269.798,92.358,211.241,0,.019661365,.0086696642,.075339906,-33.800999
5603.424,1995.303,14239.541,0,27383.311,178.322,71.494,170.564,0,.012523016,.0065120687,.072865658,-63.736
8097.139,1834.675,14367.368,0,29508.209,248.973,133.009,132.009,0,.017329061,.0084374147,.062175073,-16.045
6410.082,907.824,3281.703,0,7494.043,235.262,169.549,71.379,0,.071688995,.0313932,.12113941,-5.6659999
8328.725,1894.28,3422.091,0,7560.405,205.753,140.388,64.03,0,.060124934,.027214548,.25055271,1.335
6694.398,684.287,3503.441,0,6772.076,129.041,81.459,54.021,0,.036832646,.019054865,.10104538,-6.4390001
6666.074,565.74,3510.631,0,6716.405,53.263,7.615,45.339,0,.015171916,.0079302844,.084232561,.30899999
7072.594,658.722,3438.367,0,7061.294,-19.583,-76.44,36.719,0,-.0056954361,-.0027732877,.093286298,20.138
7037.923,827.605,3484.339,0,7774.132,63.975,45.972,35.412,0,.018360728,.0082292147,.10645626,-17.409
7397.383,1321.296,3782.966,0,9775.225,110.303,73.756,48.049,0,.029157808,.011283935,.13516784,-11.502
7291.154,1289.42,3608.708,0,9222.348,-130.168,-177.33,56.05,0,-.036070526,-.01411441,.13981472,-8.8879995
8085.863,1147.492,3817.942,0,9141.469999999999,233.764,207.578,49.581,0,.06122775,.025571818,.12552598,-23.395
5016.452,468.586,1717.051,0,6277.4,31.496,1.999,39.756,0,.018343078,.0050173639,.07464651,-10.259
5453.997,514.466,1997.194,0,7212.663,31.199,.5,50.595,0,.015621417,.0043255868,.071328163,-19.896
5178.01,495.308,2277.507,0,7479.948,-153.638,226.046,47.59,0,-.067458846,-.020539982,.066218108,-427.27399
6780.99,382.689,2396.815,0,8627.344999999999,21.116,86.848,49.144,0,.0088100247,.0024475665,.04435768,-114.876
7843.242,489.884,2408.634,0,10011.055,27.253,.5,41.441,0,.011314712,.0027222906,.048934303,-14.688
7397.667,686.3630000000001,2516.934,0,9810.588,36.675,.5,48.563,0,.0145713,.0037383081,.069961451,-12.388
7131.201,0,2529.714,0,9481.745999999999,37.642,2.499,43.373,0,.014879943,.0039699441,0,-8.2299995
8084.194,642.508,2455.564,0,10106.542,-39.25,-74.17100000000001,34.25,0,-.015984109,-.0038836231,.063573472,.671
3599.668,187.921,1388.82,0,4780.249,4.565,152.732,9.574,0,.0032869631,.00095497118,.039311968,-157.741
4249.148,586.162,1796.73,0,5792.407,221.363,195.912,27.03,0,.12320326,.038216066,.10119489,-1.579
5071.245,353.348,1920.853,0,8882.351000000001,28.155,.198,19.744,0,.01465755,.003169769,.039780911,8.2130003
2490.274,316.492,1981.668,0,8871.66,-38.216,8.519,14.211,0,-.019284764,-.0043076491,.035674497,-60.945999
4376.346,985.178,2172.268,0,11114.875,7.299,.253,18.153,0,.0033600826,.00065668754,.088635996,-11.107
4339.005,885.591,2358.907,0,12819.217,33.703,0,34.419,0,.014287549,.0026290996,.06908308,-.71600002
8611.594999999999,425.81,2358.979,0,11124.077,28.244,.072,29.299,0,.011972977,.0025389972,.038278233,-1.127
8047.948,453.143,2370.025,0,10400.672,16.248,.435,17.564,0,.0068556238,.0015622068,.043568626,-1.751
3923.008,2771.68,750.318,0,4005.081,28.635,30.2,12.179,0,.038163818,.0071496679,.69204092,-13.744
4023.302,144.649,786.0359999999999,0,4440.276,31.139,35.619,11.383,0,.039615232,.0070128525,.03257658,-15.863
4367.845,114.372,1151.51,207.735,5029.855,-112.596,222.589,24.22,.047560066,-.097781174,-.022385536,.022738628,-359.405
5310.3,86.67100000000001,1278.643,61.663,5882.443,53.625,40.12,21.339,.011611962,.041938994,.0091161104,.014733844,-7.8340001
5578.317,91.25,1405.714,104.418,6181.865,35.986,30.488,18.364,.018718548,.025599802,.0058212206,.014760918,-12.866
4877.365,94.224,1427.998,59.01,5571.351,16.29,22.284,12.708,.012098746,.011407579,.0029238868,.016912235,-18.702
5100.599,113.11,1431.74,0,5870.352,-8.845000000000001,3.807,9.709,0,-.0061777974,-.0015067239,.01926801,-22.361
5387.868,378.194,1477.252,642.918,7878.772,-16.499,-2.59,14.662,.11932698,-.011168711,-.0020941081,.048001643,-28.570999
8038.843,553.2859999999999,1699.463,0,10298.159,17.208,2.506,33.178,0,.010125551,.0016709783,.053726692,-18.476
5946.904,719.958,2731.321,812.518,7108.812,370.738,227.738,41.967,.13662875,.13573578,.052151892,.10127684,101.033
6284.822,1465.797,2730.718,760.825,7168.917,382.303,240.18,44.97,.12105753,.14000091,.053327858,.20446561,97.153
7246.466,1444.272,3107.829,610.314,6881.282,513.607,355.664,36.631,.084222294,.16526231,.07463827,.20988415,121.312
6622.211,1658.431,3345.145,680.5309999999999,6962.386,635.763,439.43,32.979,.10276492,.19005544,.091313958,.23819865,163.354
6772.884,824.495,3548.011,463.402,7825.787,638.864,451.316,35.174,.068420187,.18006258,.081635751,.10535618,152.37399
8214.996999999999,1695.695,4059.814,0,9208.593000000001,509.439,406.187,41.149,0,.12548333,.055322133,.18414268,62.103001
8767.031000000001,2016.185,4511.269,1272.197,10262.46,545.43,454.102,39.928,.1451115,.12090389,.053148076,.19646215,51.400002
8015.242,1906.243,4604.77,943.95,10202.497,427.054,415.128,43.374,.11776937,.092741653,.041857794,.18684083,-31.448
8738.402,2366.852,7662.216,0,12361.705,430.88,223.084,113.708,0,.056234386,.034856033,.19146647,94.087997
8279.518,1729.227,8011.294,0,12059.542,591.245,349.078,93.256,0,.073801436,.049027152,.14339077,148.911
8230.620000000001,1076.257,8462.412,0,12126.063,679.748,451.118,72.102,0,.080325559,.056056775,.088755682,156.528
8591.241,528.114,9085.031000000001,0,12545.785,908.396,682.239,50.226,0,.099988215,.072406471,.042094935,175.931
7602.535,6.526,9434.429,0,12277.832,943.1079999999999,649.398,28.826,0,.099964499,.076813884,.00053152704,264.884
9023.934999999999,6.486,9932.671,0,12523.165,1115.158,798.242,11.131,0,.11227171,.089047618,.00051792018,305.785
9698.665000000001,399.489,9984.125,0,13473.286,665.73,501.454,4.078,0,.066678852,.049411111,.02965045,160.198
10056.169,396.909,10273.458,43.38,14901.295,907.313,589.333,9.214,.0043137702,.088316225,.060888197,.026635872,308.76599
8014.148,400.853,10367.844,44.164,13264.022,527.4160000000001,394.386,8.260999999999999,.0055107544,.050870363,.039762903,.030221075,124.769
7564.315,2814.03,2066.927,0,6557.894,-17.987,.585,11.803,0,-.0087022912,-.0027428013,.42910576,-30.375
7565.821,2880.531,2066.526,3944.85,6562.932,-27.479,4.6,9.137,.52140409,-.013297196,-.0041870004,.43890917,-41.216
7679.529,3225.86,2067.122,4398.078,6861.34,29.44,.003,10.007,.57270151,.014242023,.0042907069,.47015014,19.43
8516.809999999999,0,2311.179,4435.857,7828.534,157.785,150.03,14.29,.52083552,.068270348,.020155115,0,-6.5349998
8068.469,3946.654,2405.025,4303.942,7825.007,69.26600000000001,.662,11.478,.53342736,.028800532,.0088518774,.50436425,57.125999
7905.495,4212.4,2521.692,4432.739,7833.238,-49.964,.68,10.824,.56071621,-.019813681,-.0063784607,.53775972,-61.467999
6681.927,212.842,3058.913,3594.266,8013.434,-242.334,31.758,8.539,.53790861,-.079222262,-.030240968,.026560647,-282.63101
7977.779,343.302,3058.927,4866.019,9067.175999999999,40.497,14.413,12.191,.60994655,.013238956,.0044663302,.037862062,13.893
70321.74099999999,1363.016,44754.185,14341.655,71713.69100000001,1888.434,-2059.163,134.323,.2039434,.042195696,.026332963,.019006357,3813.2739
95699.731,5287.456,46329.307,16671.773,82866.31299999999,1250.143,1582.798,99.684,.17420919,.026983848,.015086263,.063807063,-432.33899
107875.272,3837.925,49449.513,17423.352,82390.647,4914.744,3488.006,83.374,.16151386,.099389128,.059651721,.046582047,1343.364
92758.087,340.464,52571.633,14698.85,78182.708,5023.82,2983.927,44.385,.15846436,.095561422,.064257428,.0043547223,1995.5081
98716.355,228.754,56872.216,15774.04,86866.78599999999,6088.724,3999.161,20.816,.15979156,.10705973,.070092656,.0026333886,2068.7471
95967.93399999999,229.346,61662.105,15212.427,94464.488,5515.912,4301.282,15.563,.15851572,.089453839,.058391381,.0024278541,1199.067
89870.777,116.275,66442.26300000001,18680.883,95031.226,6224.505,3879.929,12.073,.20786382,.093682915,.065499574,.0012235452,2332.5029
100851.941,0,70601.283,26751.121,95906.27099999999,4576.535,4161.153,15.023,.26525143,.064822264,.04771883,0,400.35901
92815.34699999999,0,76327.209,27039.981,102088.786,6874.333,5773.213,19.584,.29133093,.090063989,.067336805,0,1081.536
3483.627,460.37,9981.412,687.638,11398.621,-12.661,6.699,26.576,.19739139,-.0012684579,-.0011107484,.040388219,-45.936001
3254.824,136.037,11031.617,627.561,12135.463,.76,67.938,15.178,.19280951,.000068892892,.000062626372,.011209873,-82.356003
3987.665,0,11096.832,754.842,12193.852,363.784,243.906,14.524,.18929423,.032782689,.029833395,0,105.354
4767.768,377.292,11061.453,875.1369999999999,12629.768,623.1849999999999,450.293,5.122,.18355277,.056338441,.049342554,.029873233,167.77
5100.38,474.146,11896.814,913.636,13455.976,1195.9,828.45,6.599,.17913097,.10052271,.088875011,.035236835,360.85101
5642.11,417.814,11992.277,1007.642,14531.27,1052.948,595.4640000000001,5.616,.17859311,.087802172,.072460838,.028752752,451.86801
6540.149,1189.596,12866.551,1245.906,16290.563,1526.178,874.274,24.931,.19050117,.11861594,.093684793,.073023625,626.97302
7273.859,1063.68,14192.094,1381.013,17421.954,1954.258,1325.544,71.773,.18985975,.13770047,.11217215,.061054002,556.94098
7847.599,655.1609999999999,16035.554,1534.319,18872.627,2470.069,1843.459,48.392,.19551446,.15403703,.13088104,.034714881,578.21802
6086.71703627709,133.801807157791,6693.53591176978,137.423973771836,8400.976444292801,532.680060966935,461.312460792174,28.0910581025333,.022577684,.079581268,.063406922,.015926935,43.276543
6557.69299306449,95.76492185672519,7579.01739395604,218.768728884233,9375.788944106849,437.582055439401,436.621490219272,18.2610309526544,.033360623,.057735987,.046671491,.010214065,-17.300467
7342.42112358726,685.3634670725301,8021.68904905133,300.500451120485,10567.9376521525,585.844420403704,573.8180815545689,22.3144565115203,.040926617,.073032551,.055436023,.064853095,-10.288117
6701.65520639339,928.486389959234,7830.17663090902,197.091706858702,10568.1579543283,246.975707817311,245.596221617742,27.7709007503101,.029409407,.031541526,.023369797,.087856978,-26.391415
6636.80526286651,1078.21062959808,8460.886665989559,262.35518645475,11685.2703303486,444.092930096688,449.149746281392,24.3291181712793,.039530344,.052487753,.038004506,.092270918,-29.385935
7816.58593426808,886.889736121545,8986.61225170919,190.730295376027,12573.6442207778,508.982363621593,458.067976267379,26.862329985893,.024400717,.056637846,.0404801,.070535615,24.052057
7846.67742934292,816.262182791563,9590.325177611559,359.404069590823,12966.1332482591,669.143625585266,641.1058556170969,22.8316299855697,.045803346,.06977278,.051607031,.062953398,5.20614
8162.33462810157,1173.44920683985,9801.24840385115,255.023314858909,13430.1367574517,611.884976416947,587.450488030392,20.5299441863624,.031243918,.06242929,.045560591,.08737433,3.9045441
7840.22559254073,1062.7950352128,10075.9962765861,333.779427005874,13972.1412709353,580.264833506692,591.768532790658,26.8731730713392,.042572681,.057588831,.041530129,.076065294,-38.376873
4909.47,676.1,2025.508,0,5442.057,-9.314,3.547,33.242,0,-.0045983526,-.0017114852,.12423611,-46.103001
6449.167,628.212,2029.976,0,6735.401,9.052,.001,28.34,0,.004459166,.0013439438,.093270168,-19.289
5065.589,612.574,2031.274,0,5914.264,-96.495,0,27.261,0,-.047504671,-.016315639,.10357569,-123.756
6333.014,615.307,2086.001,0,6690.883,-135.382,2.122,23.11,0,-.064900257,-.020233802,.091962002,-160.614
6038.85,4469.667,2288.338,0,7181.623,-18.83,4.01,20.202,0,-.0082286792,-.0026219699,.62237561,-43.042
6815.759,1034.847,2289.727,0,8003.437,56.186,2.01,20.644,0,.024538297,.0070202341,.12930033,33.532001
6102.168,817.813,2408.112,0,7317.588,-1.279,2.125,20.767,0,-.00053112145,-.00017478436,.11175992,-24.171
5520.799,0,2409.587,0,7119.403,-1.204,1.522,17.816,0,-.00049967068,-.0001691153,0,-20.542
7837.518,1655.699,2623.452,0,9065.734,-95.79300000000001,2.536,21.044,0,-.036514103,-.010566492,.18263264,-119.373
5906.408,661.736,1977.028,0,6055.947,42.594,4.328,49.695,0,.02154446,.007033417,.10927044,-11.429
7371.898,0,1991.95,0,7163.12,104.249,13.072,45.473,0,.052335151,.014553575,0,45.703999
6442.26,0,2113.595,0,6730.909,132.853,11.407,47.953,0,.062856413,.01973775,0,73.492996
8457.156999999999,0,2267.078,0,8671.075000000001,44.851,23.941,45.333,0,.019783616,.0051724846,0,-24.423
8555.191999999999,0,2679.524,0,9019.477999999999,69.133,41.484,50.45,0,.025800478,.007664856,0,-22.801001
8945.835999999999,0,2896.543,0,10152.979,40.38,26.102,41.544,0,.013940756,.0039771576,0,-27.266001
8914.6,813.13,3052.455,0,10441.433,45.61,27.878,45.65,0,.014942071,.0043681744,.077875324,-27.917999
7837.486,0,3078.869,0,9317.741,-20.333,23.925,45.016,0,-.0066040484,-.0021821812,0,-89.274002
4996.715,767.765,3253.834,1064.813,8124.89,1223.32,751.393,114.414,.21310261,.37596264,.15056451,.094495431,357.513
5219.703,1072.609,3540.927,1185.401,7636.953,1000.785,594.5410000000001,106.852,.22710124,.2826336,.13104506,.14044987,299.392
4995.398,909.21,3693.221,1040.584,7812.425,784.473,457.586,107.851,.20830853,.2124089,.10041351,.11638,219.036
5358.711,1381.642,3955.98,1110.345,8961.669,692.232,405.551,96.95,.20720375,.1749837,.077243648,.15417239,189.731
5927.68,1892.262,4208.132,1234.382,9279.768,447.602,253.759,103.712,.20824033,.10636596,.04823418,.20391265,90.130997
7126.174,1613.433,4572.639,1544.041,9750.939,611.494,396.558,94.416,.21667181,.13372891,.062711291,.16546437,120.52
6300.383,1659.009,4968.458,1579.388,10016.375,526.98,369.144,85.105,.25068128,.1060651,.052611846,.16562968,72.731003
7824.065,1522.966,5304.156,1708.811,11207.021,588.665,400.763,87.06699999999999,.2184045,.11098184,.052526448,.13589393,100.835
7848.626,809.681,8465.075999999999,43.647,14096.888,3744.14,3729.383,29.696,.0055611008,.44230434,.26560047,.057436861,-14.939
7527.791,858.585,8304.081,155.306,15228.331,3442.512,3454.387,30.189,.020631019,.41455665,.22605971,.056380767,-42.063999
6572.231,531.869,7524.062,178.108,14640.426,2445.933,2459.502,29.88,.027100082,.32508144,.16706707,.036328793,-43.449001
7834.265,737.107,8953,200.245,15601.805,3635.525,3655.374,30.298,.025560152,.40606779,.23301952,.047244981,-50.146999
8052.997,611.522,9349.569,113.265,16008.08,3800.949,3835.571,26.907,.01406495,.40653735,.23743941,.038200833,-61.528999
9231.527,564.626,5837.305,184.756,17765.877,183.368,236.663,22.032,.020013591,.031413127,.010321359,.031781487,-75.327003
7167.501,432.847,5918.69,238.421,17104.364,-5.991,53.207,17.053,.033264175,-.0010122173,-.00035026149,.025306232,-76.250999
10336.247,490.555,5956.464,239.54,19915.301,35.968,55.204,15.12,.023174755,.0060384818,.0018060486,.024632066,-34.355999
7808.527,317.139,6259.275,416.024,19341.172,35.623,31.515,10.781,.053278167,.005691234,.0018418222,.016397092,-6.6729999
6228.88,442.176,7886.671,0,11206.365,130.389,154.165,7.793,0,.016532831,.011635263,.039457574,-31.569
6912.535,494.079,8127.767,0,11036.901,116.207,144.825,13.487,0,.014297531,.010528952,.044766098,-42.105
6700.746,91.50700000000001,8540.9,0,11108.204,181.42,96.913,7.313,0,.02124132,.016332073,.0082377857,77.194
7444.058,93.248,8765.633,0,11207.369,176.414,226.31,3.992,0,.020125642,.015740894,.0083202403,-53.888
7738.314,1648.141,9206.829,0,11723.421,294.874,361.586,1.408,0,.032027747,.025152557,.14058533,-68.120003
8129.796,0,9697.679,0,12682.593,437.252,493.475,.887,0,.045088314,.034476545,0,-57.110001
7782.51,0,9889.084999999999,0,12232.889,106.232,198.886,.489,0,.010742349,.0086841304,0,-93.142998
8034.029,913.5940000000001,6079.553,0,14809.453,154.649,19.38,178.609,0,.025437562,.010442587,.061689921,-43.34
9316.448,910.7910000000001,6132.226,0,16611.028,146.365,23.23,144.524,0,.023868168,.0088113146,.054830503,-21.389
9260.495000000001,10355.049,6218.505,0,17420.92,36.374,29.543,125.3,0,.0058493158,.0020879495,.59440309,-118.469
8224.385,6760.415,6322.119,0,15903.372,175.069,38.642,122.184,0,.027691506,.011008294,.42509317,14.243
9675.316000000001,7161.552,6422.547,0,15675.436,160.948,38.864,109.636,0,.02505984,.01026753,.45686463,12.448
8778.200000000001,7815.408,6529.46,0,15935.922,132.913,30.752,99.83,0,.020355895,.0083404649,.49042711,2.3310001
8850.829,7709.887,6639.64,0,15833.166,159.489,30.124,89.839,0,.02402073,.010073096,.48694539,39.526001
8781.120999999999,8158.498,6789.921,0,16610.112,121.099,28.555,83.09699999999999,0,.017835112,.0072906795,.49117658,9.4469995
7762.54,7323.597,6896.529,0,15806.306,129.841,25.784,76.923,0,.018827006,.0082145063,.46333387,27.134001
10355.872,58.196,8839.857,0,17237.611,136.714,261.701,10.363,0,.015465635,.0079311458,.0033761058,-135.35001
9697.475,11.811,9080.050999999999,0,14139.774,123.761,241.713,4.882,0,.01362999,.008752686,.00083530333,-122.834
10799.808,0,9268.213,0,14247.466,43.549,168.267,1.119,0,.0046987482,.0030566137,0,-125.837
10274.189,0,9678.906000000001,0,15413.412,260.41,404.268,.065,0,.0269049,.016895026,0,-143.923
10461.128,141.828,10863.44,0,16577.784,150.377,284.58,.266,0,.013842485,.0090709953,.0085553052,-134.46899
10548.558,967.405,10880.547,0,19031.79,-73.557,16.457,16.521,0,-.0067604138,-.0038649545,.050831005,-106.535
15204.339,976.92,11295.808,0,22322.974,282.347,391.42,20.652,0,.024995733,.01264827,.043762986,-129.72501
7716.8,986.529,11371.181,0,19565.029,-327.828,-254.019,18.319,0,-.028829724,-.016755816,.050423078,-92.127998
5833.338,654.321,3167.913,0,7352.748,-74.658,.001,52.013,0,-.023566935,-.010153755,.088989995,-126.672
7106.001,3724.49,3487.844,0,8218.314,-47.557,0,42.556,0,-.013635071,-.00578671,.45319393,-90.112999
6393.047,577.082,3487.844,0,8690.543,-75.129,.001,36.974,0,-.021540241,-.0086449143,.066403449,-112.104
7637.318,474.822,3707.408,994.654,8685.726000000001,-110.729,0,35.678,.13023603,-.029866958,-.012748388,.054666933,-146.407
7047.001,3876.307,3978.204,875.683,8819.272999999999,-111.374,1.707,16.59,.12426321,-.02799605,-.012628479,.43952683,-129.67101
8319.763999999999,549.253,3978.429,837.068,10782.825,-155.586,2.249,25.553,.10061199,-.039107397,-.014429057,.050937764,-183.388
6790.977,986.727,4140.028,0,10179.927,-147.204,3.998,28.046,0,-.035556283,-.014460222,.096928693,-179.248
6616.439,4620.275,4178.807,0,9553.427,-41.597,1.865,25.369,0,-.0099542765,-.0043541444,.48362488,-68.831001
7693.729,439.387,4413.637,0,10475.733,-49.195,3.822,21.944,0,-.011146137,-.0046960916,.041943319,-74.960999
5267.458,426.347,4246.388,0,6296.018,274.782,327.282,19.081,0,.064709581,.043643776,.067716926,-71.581001
6435.415,404.212,4361.329,0,6619.862,356.52,418.79,18.09,0,.081745721,.053856108,.061060488,-80.360001
5788.877,381.504,4447.934,0,6389.098,255.893,305.302,9.843,0,.057530753,.040051505,.059711713,-59.251999
5765.288,358.21,4553.238,0,6306.581,316.643,398.099,7.812,0,.069542378,.050208345,.056799397,-89.267998
6032.877,259.713,4553.626,0,6449.811,344.01,397.433,5.899,0,.075546391,.053336445,.04026676,-59.321999
6035.117,175.137,4488.874,0,6443.268,273.637,332.47,4.141,0,.060958941,.042468667,.027181393,-62.973999
6636.551,0,4491.894,0,6258.165,287.282,331.252,1.992,0,.06395565,.04590515,0,-45.962002
5703.24,213.946,2186.626,0,5556.341,405.338,283.06,15.608,0,.18537143,.072950527,.038504835,106.67
7765.347,732.723,2842.593,1152.199,6645.473,889.187,491.627,12.473,.14837702,.31280842,.13380341,.11025897,385.08701
8480.530000000001,652.549,2263.15,0,6342.917,422.115,222.06,16.67,0,.18651658,.066549033,.10287838,183.38499
8981.339,410.522,2583.919,3338.99,7234.235,448.79,266.137,12.056,.37176973,.17368579,.062036969,.05674712,170.597
8100.18,310.491,2841.892,2176.547,6537.625,343.059,262.478,10.867,.26870352,.120715,.052474562,.047492936,69.713997
8775.976000000001,648.708,3196.713,2357.024,8652.904,416.333,318.703,10.877,.26857686,.13023785,.048114829,.074969977,86.752998
11025.111,833.946,3454.315,4062.438,8822.816000000001,263.691,122.706,11.705,.36847138,.076336697,.029887397,.094521523,129.28
9742.09,663.592,3750.448,3273.616,7362.916,351.786,312.843,11.796,.3360281,.093798392,.047778081,.090126246,27.146999
7594.633,1032.764,3680.766,3374.789,7353.267,-81.44,-78.622,11.546,.44436499,-.022125829,-.01107535,.14044969,-14.364
5499.571,263.022,3371.625,94.03,6815.463,11.372,13.966,18.143,.017097697,.0033728543,.0016685587,.038591947,-20.737
5357.052,186.223,3442.715,187.158,6752.437,3.145,11.572,13.42,.034936752,.0009135232,.00046575777,.027578635,-21.847
5828.252,195.347,3496.995,954.222,7308.855,4.628,14.861,10.06,.16372353,.001323422,.00063320453,.026727442,-20.292999
7214.491,140.224,3769.547,1053.763,8765.638999999999,239.508,248.9,7.671,.146062,.063537605,.027323507,.015997007,-17.063
6590.955,297.962,3971.005,1390.578,8451.026,173.168,207.01,5.792,.21098278,.043608103,.020490766,.035257496,-39.633999
5998.638,238.572,4163.93,1461.165,8108.907,81.875,37.513,22.249,.2435828,.019662915,.010096922,.029420981,22.113001
5966.779,395.678,4185.535,709.722,8570.333000000001,-3.07,13.465,6.194,.11894558,-.00073347852,-.00035821245,.046168335,-22.729
6690.298,370.005,4256.856,385.056,10067.921,3.833,15.567,5.023,.057554387,.00090042979,.00038071416,.036750883,-16.757
7582.596,239.613,4258.442,192.009,11104.886,-94.48399999999999,19.211,3.919,.025322331,-.022187456,-.0085083265,.02157726,-117.614
5308.102,279.904,1711.614,114.789,5324.105,38.155,34.57,17.194,.021625243,.022291824,.007166463,.052572969,-13.609
5152.824,404.685,1874.22,207.644,5782.68,43.469,.047,23.1,.040297125,.023193115,.0075171026,.06998226,20.322001
5367.382,352.171,1912.043,138.132,5635.407,52.412,35.738,18.849,.025735451,.027411517,.0093004815,.062492557,-2.175
6701.927,402.423,1951.69,139.864,6979.742,78.259,36.894,14.082,.020869222,.040098067,.011212305,.057655856,27.283001
6491.413,338.658,2111.527,100.669,7269.668,107.653,50.927,18.398,.015508026,.050983481,.014808517,.046585072,38.327999
6756.965,258.062,2226.592,86.63200000000001,7339.614,61.886,6.375,13.923,.012821141,.027794046,.0084317783,.035160158,41.588001
6323.128,205.656,2296.17,89.31999999999999,6779.246,-92.95699999999999,67.036,10.108,.01412592,-.040483501,-.013711997,.030336117,-170.101
7567.869,493.011,2348.618,155.925,9276.382,279.013,54.55,14.976,.020603554,.1187988,.030077783,.053146906,209.487
6972.978,1054.352,15208.86,1947.972,18917.085,-55.824,123.454,36.092,.27936012,-.003670492,-.0029509831,.055735435,-215.37
7229.171,866.696,15007.243,1867.398,19061.881,-274.81,-209.999,32.455,.25831425,-.018311825,-.01441673,.045467496,-97.265999
